total_fwd_packets,total_bwd_packets,fwd_bytes,bwd_bytes,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_mean,pkt_len_mean,pkt_len_std,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,duration,flow_bytes_per_sec,flow_packets_per_sec,syn_count,rst_count,ack_count,psh_count,fin_count,destination_port,label
13,15,1682,14321,583,54,129.3846153846154,141.22531551952625,8610,954.7333333333333,571.5357142857143,1677.058303766689,0.0058716314810293695,0.01153166171006531,0.04054403305053711,9.5367431640625e-07,0.1585,100943.6143291124,176.61820916172888,2,1,26,12,2,443,normal
112,151,10487,1342729,603,86,93.63392857142857,50.91841125022563,51310,8892.245033112582,5145.307984790875,8297.762731685463,0.00038410325086753785,0.002669090059710179,0.039440155029296875,0.0,0.1006,13446766.07974527,2613.4035357053167,2,0,262,67,2,443,normal
12,11,1881,6311,603,86,156.75,145.5660581067141,4077,573.7272727272727,356.17391304347825,831.5784909202888,0.0034846392544833097,0.008831021391848885,0.041169166564941406,0.0,0.0767,106858.58970467495,300.01801308685594,2,0,22,12,2,443,normal
45,48,4761,96678,603,86,105.8,79.43024383925581,4918,2014.125,1090.741935483871,1339.2812064947848,0.004480413768602454,0.02323117794109665,0.21511101722717285,0.0,0.4122,246092.8572744036,225.61968992714375,2,0,92,44,2,443,normal
14,10,1736,4117,583,54,124.0,137.17254715251042,2914,411.7,243.875,580.344748553748,0.00959647220114003,0.018021265012950555,0.04527902603149414,0.0,0.2207,26517.89694543522,108.73561023243555,2,2,21,12,2,443,normal
1,1,110,110,110,110,110.0,0.0,110,110.0,110.0,0.0,0.0386199951171875,0.0,0.0386199951171875,0.0386199951171875,0.0386,5696.531015408929,51.78664559462663,0,0,0,0,0,123,normal
13,15,1682,14321,583,54,129.3846153846154,141.22531551952625,8610,954.7333333333333,571.5357142857143,1677.058303766689,0.007343636618720161,0.014230843048625598,0.041348934173583984,0.0,0.1983,80709.83553200366,141.21573423083814,2,1,26,12,2,443,normal
112,123,10487,1340320,603,86,93.63392857142857,50.91841125022563,63442,10896.91056910569,5748.114893617021,9533.661228872883,0.0004354267038850703,0.0028615350213088806,0.04128599166870117,0.0,0.1019,13257522.8750857,2306.4122969788723,2,0,234,55,2,443,normal
12,10,1881,6213,603,86,156.75,145.5660581067141,4077,621.3,367.90909090909093,849.196197482173,0.004087277821132115,0.009492541962705933,0.04329395294189453,0.0,0.0858,94299.57744389723,256.31216997352846,2,0,21,12,2,443,normal
1,1,110,110,110,110,110.0,0.0,110,110.0,110.0,0.0,0.04001593589782715,0.0,0.04001593589782715,0.04001593589782715,0.04,5497.809686664005,49.98008806058187,0,0,0,0,0,123,normal
1,1,110,110,110,110,110.0,0.0,110,110.0,110.0,0.0,0.03833889961242676,0.0,0.03833889961242676,0.03833889961242676,0.0383,5738.297192251484,52.16633811137714,0,0,0,0,0,123,normal
1,1,110,110,110,110,110.0,0.0,110,110.0,110.0,0.0,0.03946805000305176,0.0,0.03946805000305176,0.03946805000305176,0.0395,5574.128946907413,50.67389951734012,0,0,0,0,0,123,normal
1,1,110,110,110,110,110.0,0.0,110,110.0,110.0,0.0,0.03695201873779297,0.0,0.03695201873779297,0.03695201873779297,0.037,5953.666606446951,54.124241876790464,0,0,0,0,0,123,scan
3,1,206,74,74,66,68.66666666666667,4.618802153517006,74,74.0,70.0,4.618802153517006,0.0004487037658691406,0.0006518090559103273,0.0012001991271972656,3.695487976074219e-05,0.0013,208006.57456606446,2971.522493800921,2,1,3,0,0,80,scan
3,1,206,74,74,66,68.66666666666667,4.618802153517006,74,74.0,70.0,4.618802153517006,0.0003879865010579427,0.0005334021137356131,0.0010030269622802734,5.1975250244140625e-05,0.0012,240558.19746005736,3436.5456780008194,2,1,3,0,0,443,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0009400844573974609,0.0,0.0009400844573974609,0.0009400844573974609,0.0009,136157.97920365204,2127.468425057063,1,1,1,0,0,110,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007419586181640625,0.0,0.0007419586181640625,0.0007419586181640625,0.0007,172516.35989717222,2695.568123393316,1,1,1,0,0,135,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008790493011474609,0.0,0.0008790493011474609,0.0008790493011474609,0.0009,145611.85570924872,2275.185245457011,1,1,1,0,0,21,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00078582763671875,0.0,0.00078582763671875,0.00078582763671875,0.0008,162885.5922330097,2545.0873786407765,1,1,1,0,0,8888,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006558895111083984,0.0,0.0006558895111083984,0.0006558895111083984,0.0007,195154.8207924391,3049.294074881861,1,1,1,0,0,23,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005719661712646484,0.0,0.0005719661712646484,0.0005719661712646484,0.0006,223789.45894122552,3496.7102959566487,1,1,1,0,0,554,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005309581756591797,0.0,0.0005309581756591797,0.0005309581756591797,0.0005,241073.60215536595,3766.775033677593,1,1,1,0,0,139,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004961490631103516,0.0,0.0004961490631103516,0.0004961490631103516,0.0005,257986.9831811629,4031.0466122056705,1,1,1,0,0,445,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003819465637207031,0.0,0.0003819465637207031,0.0003819465637207031,0.0004,335125.4132334582,5236.334581772784,1,1,1,0,0,1723,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008609294891357422,0.0,0.0008609294891357422,0.0008609294891357422,0.0009,148676.51952367765,2323.0706175574633,1,1,1,0,0,8080,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006709098815917969,0.0,0.0006709098815917969,0.0006709098815917969,0.0007,190785.6830135039,2981.0262970859985,1,1,1,0,0,25,scan
3,1,182,66,74,54,60.666666666666664,11.547005383792516,66,66.0,62.0,9.797958971132712,0.0007459322611490885,0.0010285909242079539,0.0019228458404541016,1.9073486328125e-05,0.0022,110823.28915405924,1787.4724057106328,2,1,3,0,0,53,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00042319297790527344,0.0,0.00042319297790527344,0.00042319297790527344,0.0004,302462.48563380283,4725.976338028169,1,1,1,0,0,143,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003829002380371094,0.0,0.0003829002380371094,0.0003829002380371094,0.0004,334290.7297633873,5223.2926525529265,1,1,1,0,0,995,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00028896331787109375,0.0,0.00028896331787109375,0.00028896331787109375,0.0003,442962.798679868,6921.293729372937,1,1,1,0,0,3389,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004050731658935547,0.0,0.0004050731658935547,0.0004050731658935547,0.0004,315992.2966450853,4937.379635079458,1,1,1,0,0,111,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008628368377685547,0.0,0.0008628368377685547,0.0008628368377685547,0.0009,148347.86184028737,2317.93534125449,1,1,1,0,0,113,scan
3,1,206,74,74,66,68.66666666666667,4.618802153517006,74,74.0,70.0,4.618802153517006,0.0003980000813802083,0.00039415432278221114,0.0008089542388916016,2.3126602172851562e-05,0.0012,234505.8146964856,3350.0830670926516,2,1,3,0,0,22,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006699562072753906,0.0,0.0006699562072753906,0.0006699562072753906,0.0007,191057.26405693952,2985.26975088968,1,1,1,0,0,256,scan
3,1,206,74,74,66,68.66666666666667,4.618802153517006,74,74.0,70.0,4.618802153517006,0.00032099088033040363,0.00031992267316117577,0.0006539821624755859,1.5974044799804688e-05,0.001,290766.30849220103,4153.804407031444,2,1,3,0,0,80,scan
3,1,206,74,74,66,68.66666666666667,4.618802153517006,74,74.0,70.0,4.618802153517006,0.00030533472696940106,0.0002684328866302654,0.0005478858947753906,1.6927719116210938e-05,0.0009,305675.46069755335,4366.792295679334,2,1,3,0,0,443,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00044989585876464844,0.0,0.00044989585876464844,0.00044989585876464844,0.0004,284510.2872284049,4445.4732379438265,1,1,1,0,0,993,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004639625549316406,0.0,0.0004639625549316406,0.0004639625549316406,0.0005,275884.33299075026,4310.692702980473,1,1,1,0,0,199,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00037789344787597656,0.0,0.00037789344787597656,0.00037789344787597656,0.0004,338719.81829653,5292.497160883281,1,1,1,0,0,587,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0002970695495605469,0.0,0.0002970695495605469,0.0002970695495605469,0.0003,430875.5313001605,6732.430176565008,1,1,1,0,0,5900,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00029206275939941406,0.0,0.00029206275939941406,0.00029206275939941406,0.0003,438261.96897959185,6847.843265306123,1,1,1,0,0,1720,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0012989044189453125,0.0,0.0012989044189453125,0.0012989044189453125,0.0013,98544.58737151248,1539.7591776798824,1,1,1,0,0,3306,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0013470649719238281,0.0,0.0013470649719238281,0.0013470649719238281,0.0013,95021.4003539823,1484.7093805309735,1,1,1,0,0,1025,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007479190826416016,0.0,0.0007479190826416016,0.0007479190826416016,0.0007,171141.50844756135,2674.086069493146,1,1,1,0,0,1443,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006749629974365234,0.0,0.0006749629974365234,0.0006749629974365234,0.0007,189640.02543270928,2963.1253973860826,1,1,1,0,0,6003,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006051063537597656,0.0,0.0006051063537597656,0.0006051063537597656,0.0006,211533.06225374312,3305.2040977147362,1,1,1,0,0,5988,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005588531494140625,0.0,0.0005588531494140625,0.0005588531494140625,0.0006,229040.4914675768,3578.7576791808874,1,1,1,0,0,9080,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005071163177490234,0.0,0.0005071163177490234,0.0005071163177490234,0.0005,252407.57498824634,3943.868359191349,1,1,1,0,0,20222,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00041294097900390625,0.0,0.00041294097900390625,0.00041294097900390625,0.0004,309971.6581986143,4843.307159353349,1,1,1,0,0,8021,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00041103363037109375,0.0,0.00041103363037109375,0.00041103363037109375,0.0004,311410.04176334105,4865.781902552204,1,1,1,0,0,1092,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010700225830078125,0.0,0.0010700225830078125,0.0010700225830078125,0.0011,119623.64349376113,1869.1194295900177,1,1,1,0,0,20000,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0009138584136962891,0.0,0.0009138584136962891,0.0009138584136962891,0.0009,140065.4609966084,2188.522828072006,1,1,1,0,0,1137,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007929801940917969,0.0,0.0007929801940917969,0.0007929801940917969,0.0008,161416.38965724595,2522.131088394468,1,1,1,0,0,6692,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007288455963134766,0.0,0.0007288455963134766,0.0007288455963134766,0.0007,175620.18711154727,2744.065423617926,1,1,1,0,0,3689,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006649494171142578,0.0,0.0006649494171142578,0.0006649494171142578,0.0007,192495.8451057727,3007.7475797776983,1,1,1,0,0,500,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005528926849365234,0.0,0.0005528926849365234,0.0005528926849365234,0.0006,231509.6645105649,3617.3385079775767,1,1,1,0,0,1089,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004749298095703125,0.0,0.0004749298095703125,0.0004749298095703125,0.0005,269513.5100401606,4211.14859437751,1,1,1,0,0,13,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00045013427734375,0.0,0.00045013427734375,0.00045013427734375,0.0005,284359.593220339,4443.118644067797,1,1,1,0,0,5678,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003910064697265625,0.0,0.0003910064697265625,0.0003910064697265625,0.0004,327360.31219512195,5115.0048780487805,1,1,1,0,0,2170,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003399848937988281,0.0,0.0003399848937988281,0.0003399848937988281,0.0003,376487.31556802243,5882.6143057503505,1,1,1,0,0,1037,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003521442413330078,0.0,0.0003521442413330078,0.0003521442413330078,0.0004,363487.41503046715,5679.490859851049,1,1,1,0,0,10009,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007889270782470703,0.0,0.0007889270782470703,0.0007889270782470703,0.0008,162245.66696887277,2535.088546388637,1,1,1,0,0,7,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007259845733642578,0.0,0.0007259845733642578,0.0007259845733642578,0.0007,176312.28637110017,2754.87947454844,1,1,1,0,0,7007,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006389617919921875,0.0,0.0006389617919921875,0.0006389617919921875,0.0006,200324.9671641791,3130.0776119402985,1,1,1,0,0,70,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005970001220703125,0.0,0.0005970001220703125,0.0005970001220703125,0.0006,214405.3162939297,3350.0830670926516,1,1,1,0,0,1234,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005080699920654297,0.0,0.0005080699920654297,0.0005080699920654297,0.0005,251933.79258564053,3936.4655091506334,1,1,1,0,0,32780,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005559921264648438,0.0,0.0005559921264648438,0.0005559921264648438,0.0006,230219.08747855917,3597.173241852487,1,1,1,0,0,1247,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005578994750976562,0.0,0.0005578994750976562,0.0005578994750976562,0.0006,229432.01367521368,3584.8752136752137,1,1,1,0,0,7999,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005671977996826172,0.0,0.0005671977996826172,0.0005671977996826172,0.0006,225670.833123161,3526.1067675493905,1,1,1,0,0,1533,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004620552062988281,0.0,0.0004620552062988281,0.0004620552062988281,0.0005,277023.1744066047,4328.487100103199,1,1,1,0,0,5903,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004839897155761719,0.0,0.0004839897155761719,0.0004839897155761719,0.0005,264468.4295566502,4132.31921182266,1,1,1,0,0,8099,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003199577331542969,0.0,0.0003199577331542969,0.0003199577331542969,0.0003,400052.84053651267,6250.82563338301,1,1,1,0,0,2111,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00035500526428222656,0.0,0.00035500526428222656,0.00035500526428222656,0.0004,360558.0335795836,5633.719274680994,1,1,1,0,0,616,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003039836883544922,0.0,0.0003039836883544922,0.0003039836883544922,0.0003,421075.2250980392,6579.3003921568625,1,1,1,0,0,1999,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007069110870361328,0.0,0.0007069110870361328,0.0007069110870361328,0.0007,181069.44755480607,2829.210118043845,1,1,1,0,0,19780,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006368160247802734,0.0,0.0006368160247802734,0.0006368160247802734,0.0006,200999.967053538,3140.6244852115315,1,1,1,0,0,648,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005218982696533203,0.0,0.0005218982696533203,0.0005218982696533203,0.0005,245258.52535404294,3832.164458656921,1,1,1,0,0,2005,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008070468902587891,0.0,0.0008070468902587891,0.0008070468902587891,0.0008,158602.9282127031,2478.1707533234858,1,1,1,0,0,8402,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007669925689697266,0.0,0.0007669925689697266,0.0007669925689697266,0.0008,166885.5803543674,2607.587193036991,1,1,1,0,0,1112,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007431507110595703,0.0,0.0007431507110595703,0.0007431507110595703,0.0007,172239.62528071864,2691.2441450112287,1,1,1,0,0,2107,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007040500640869141,0.0,0.0007040500640869141,0.0007040500640869141,0.0007,181805.2529630884,2840.707077548256,1,1,1,0,0,1051,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005681514739990234,0.0,0.0005681514739990234,0.0005681514739990234,0.0006,225292.03189257238,3520.1879983214435,1,1,1,0,0,1046,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005772113800048828,0.0,0.0005772113800048828,0.0005772113800048828,0.0006,221755.84964890542,3464.9351507641472,1,1,1,0,0,8089,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00055694580078125,0.0,0.00055694580078125,0.00055694580078125,0.0006,229824.87671232875,3591.013698630137,1,1,1,0,0,1068,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005331039428710938,0.0,0.0005331039428710938,0.0005331039428710938,0.0005,240103.27012522361,3751.613595706619,1,1,1,0,0,2525,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004889965057373047,0.0,0.0004889965057373047,0.0004889965057373047,0.0005,261760.5616772306,4090.0087762067283,1,1,1,0,0,4,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00047898292541503906,0.0,0.00047898292541503906,0.00047898292541503906,0.0005,267232.90791438526,4175.51418616227,1,1,1,0,0,3351,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00043010711669921875,0.0,0.00043010711669921875,0.00043010711669921875,0.0004,297600.2838137472,4650.0044345898,1,1,1,0,0,5030,scan
